p,lrb_fidelity,lrb_error_rate,rb_fidelity,rb_error_rate,lrb_f,rb_f,lrb_a,rb_a,lrb_n_points,rb_n_points,lrb_error_rate_std_boot,lrb_error_rate_ci_low,lrb_error_rate_ci_high,rb_error_rate_std_boot,rb_error_rate_ci_low,rb_error_rate_ci_high
3.35981829e-05,1.0,0.0,0.9999987330044521,1.2669955479216455e-06,1.0,0.9999980995066783,0.0,-18.586177585542423,9,9,2.094154240591117e-08,0.0,3.333333298272123e-08,0.005942087695779165,1.0576537283490948e-06,0.009274614307253893
0.000615848211,0.9999920438934128,7.956106587214684e-06,0.9991226597221067,0.0008773402778933237,0.9999880658401193,0.9986839895831601,0.0,0.4673654419907468,9,9,1.453612729361499e-07,7.807973255169465e-06,8.069226585916134e-06,0.00162549291654577,6.212259702209622e-07,0.0030860642354060986
0.0112883789,0.9970691986026413,0.0029308013973586844,0.991519600084804,0.008480399915196002,0.995603797903962,0.9872794001272059,0.0,0.002082702516943801,9,9,1.0890430486364958e-05,0.0029192942476069916,0.002941912840447607,0.0006966536021935337,0.007803798695295341,0.009129080335375886
0.0206130785,0.9782901402170987,0.021709859782901297,0.9846128641538714,0.015387135846128608,0.9674352103256479,0.9769192962308071,0.0,-0.005415467616652132,9,9,3.120688352634829e-05,0.02167805978321935,0.021740656315926768,0.00044905165972842923,0.014977666516890031,0.01589440581438925
0.0233572147,0.9683992069826747,0.031600793017325324,0.9820780988458857,0.017921901154114295,0.952598810474012,0.9731171482688284,0.0,0.017746171937722825,9,9,3.801701811756341e-05,0.0315621834177115,0.031640582616927426,0.000387600198167051,0.017504874171618046,0.018345937416540586
0.0311537409,0.94183100058169,0.05816899941831,0.9763868669027979,0.023613133097202144,0.9127465008725351,0.964580300354197,0.0,0.007386546530864522,9,9,6.235369205010741e-05,0.05811211941887873,0.05823499941764998,0.000370068468084461,0.023250844567491543,0.023972382480276208
0.0362021775,0.9242480007575201,0.07575199924247988,0.9727738402722617,0.02722615972773834,0.88637200113628,0.9591607604083924,0.0,0.0026484311749861624,9,9,8.477059690268553e-05,0.07567306590993594,0.07583893257494412,0.0003485149577461179,0.026866162451338355,0.027575640470910233
0.0420687089,0.901406934319264,0.098593065680736,0.9685584643144155,0.0314415356855845,0.8521104014788959,0.9528376964716231,0.0,-0.0025768986501535133,9,9,0.00012092847631912737,0.09846924701530771,0.0987136843461967,0.00033459940485586664,0.031134773501985732,0.031765662615676836
0.0483293024,0.8807482678591839,0.11925173214081608,0.9633075737002575,0.03669242629974245,0.8211224017887759,0.9449613605503864,0.0,0.007917868446535388,9,9,0.00017172747259330552,0.11908712414246214,0.11942700680573001,0.00035948901759673413,0.03632600667674,0.037065079149349124
0.0547144504,0.8626720013732799,0.13732799862672007,0.9591884324081157,0.04081156759188431,0.7940080020599198,0.9387826486121735,0.0,-0.0033709554163363635,9,9,0.00024080333584582532,0.13709520929571462,0.13758568395747656,0.00034428091593419245,0.04049015207509842,0.04112721921539449
0.0635808794,0.8312970683536959,0.16870293164630412,0.9523211711434549,0.047678828856545064,0.746945602530544,0.9284817567151824,0.0,0.001678894989949793,9,9,0.0003607333750603068,0.1683681903163181,0.16907748097589181,0.0003232383696768776,0.04734177360658231,0.04802100517312328
0.0738841056,0.779481068871856,0.22051893112814402,0.9443177818901555,0.05568221810984453,0.6692216033077839,0.9164766728352333,0.0,0.0019475189382242779,9,9,0.0005819663186542199,0.21990909646757575,0.22111402445552655,0.0002971127842435169,0.05539637352603615,0.05597639112023609
0.0858569606,0.72578133607552,0.27421866392448,0.9352815606471845,0.06471843935281552,0.58867200411328,0.9029223409707766,0.0,0.0027377163788330724,9,9,0.000840644798489403,0.2734032825993004,0.27497087725029123,0.00031883437577180147,0.06440356079596447,0.06502980788303521
0.0925524149,0.7007765363255679,0.2992234636744321,0.930917867357488,0.06908213264251195,0.551164804488352,0.896376801036232,0.0,-0.002042084361512578,9,9,0.0010009663547291732,0.2982491063508424,0.3002095543312378,0.0003085738331482759,0.06877804731221952,0.06939856997268097
0.1,0.6817040031829599,0.3182959968170401,0.9243301340900318,0.07566986590996816,0.5225560047744399,0.8864952011350479,0.0,0.003773766071956545,9,9,0.001211416835307383,0.3170811061625222,0.31951323413820104,0.0003255574047361155,0.0753830392461696,0.07601623390650442
0.143844989,0.537701871289648,0.46229812871035203,0.8918016010819839,0.10819839891801608,0.30655280693447196,0.837702401622976,0.0,0.0016650546573062793,9,9,0.003214991754207492,0.4591219154087807,0.4654786513452135,0.00039259681453526724,0.10778357225549767,0.1085644362476891
0.206913808,0.42583467240832,0.57416532759168,0.8424986682416801,0.15750133175831993,0.13875200861248,0.7637480023625199,0.0,0.005418447710806801,9,9,0.004167387854043491,0.5699812636335208,0.5783889008827776,0.0005427543501606727,0.1569391130972755,0.15801115575322175
0.335981829,0.503422404965776,0.49657759503422405,0.7407237359260961,0.2592762640739039,0.255133607448664,0.611085603889144,0.0,0.007303776324532655,9,9,0.007690089971367026,0.489295099107049,0.5049600802837325,0.0009063634742376312,0.258347560083191,0.2601345680653209
